Tegsedi;Amyloidosis;inotersen;inotersen sodium;N07;Akcea Therapeutics Ireland Limited;Other nervous system drugs, 
Revestive;Malabsorption Syndromes;teduglutide;teduglutide;A16AX08;Shire Pharmaceuticals Ireland Ltd;Other alimentary tract and metabolism products, 
Bortezomib Accord;Multiple Myeloma;bortezomib;bortezomib;L01XX32;Accord Healthcare S.L.U.;Antineoplastic agents, 
Slenyto;Sleep Initiation and Maintenance Disorders, Autistic Disorder;melatonin;melatonin;N05CH01;RAD Neurim Pharmaceuticals EEC SARL;Psycholeptics, 
Anagrelide Mylan;Thrombocythemia, Essential;anagrelide;Anagrelide hydrochloride;L01XX35;Mylan S.A.S.;Antineoplastic agents, 
Perjeta;Breast Neoplasms;pertuzumab;pertuzumab;L01XC13;Roche Registration GmbH ;Antineoplastic agents, , Monoclonal antibodies
Lenvima;Thyroid Neoplasms;lenvatinib;lenvatinib mesylate;L01XE;Eisai GmbH;Antineoplastic agents, 
Tysabri;Multiple Sclerosis;natalizumab;natalizumab;L04AA23;Biogen Netherlands B.V.;Selective immunosuppressants
Constella;Irritable Bowel Syndrome;linaclotide;linaclotide;A06AX04;Allergan Pharmaceuticals International Limited;Drugs for constipation
Orkambi;Cystic Fibrosis;lumacaftor / ivacaftor;Lumacaftor, ivacaftor;R07AX30;Vertex Pharmaceuticals (Ireland) Limited;Other respiratory system products
Zomarist;Diabetes Mellitus, Type 2;vildagliptin / metformin;vildagliptin, metformin hydrochloride;A10BD08;Novartis Europharm Limited ;Drugs used in diabetes, 
Irbesartan Hydrochlorothiazide Zentiva (previously Irbesartan Hydrochlorothiazide Winthrop);Hypertension;irbesartan / hydrochlorothiazide;irbesartan, hydrochlorothiazide;C09DA04;sanofi-aventis groupe ;Agents acting on the renin-angiotensin system
Adcetris;Lymphoma, Non-Hodgkin, Hodgkin Disease;brentuximab vedotin;Brentuximab vedotin;L01XC12;Takeda Pharma A/S;Antineoplastic agents, 
Vosevi;Hepatitis C, Chronic;sofosbuvir / velpatasvir / voxilaprevi;Sofosbuvir, velpatasvir, voxilaprevi;J05A;Gilead Sciences Ireland UC;Antivirals for systemic use, 
Cimzia;Arthritis, Rheumatoid;certolizumab pegol;Certolizumab pegol;L04AB05;UCB Pharma SA ;Immunosuppressants
Xyrem;Cataplexy, Narcolepsy;sodium oxybate;sodium oxybate;N07XX04;UCB Pharma Ltd;Other nervous system drugs, 
Elonva;Reproductive Techniques, Assisted, Ovulation Induction;corifollitropin alfa;corifollitropin alfa;G03GA09;Merck Sharp  Dohme Limited;Sex hormones and modulators of the genital system, 
Avamys;Rhinitis, Allergic, Seasonal, Rhinitis, Allergic, Perennial;fluticasone furoate;fluticasone furoate;R01AD12;GlaxoSmithKline (Ireland) Limited;Nasal preparations, Corticosteroids
Skilarence;Psoriasis;dimethyl fumarate;dimethyl fumarate;L04AX07;Almirall S.A;Other immunosuppressants
Aprovel;Hypertension;irbesartan;irbesartan;C09CA04;sanofi-aventis groupe;Agents acting on the renin-angiotensin system
Ocrevus;Multiple Sclerosis;ocrelizumab;ocrelizumab;L04AA;Roche Registration GmbH;Immunosuppressants
Ivabradine Anpharm;Angina Pectoris, Heart Failure;ivabradine;ivabradine;C01EB17;"""Anpharm"" Przedsiębiorstwo Farmaceutyczne S.A.";Other cardiac preparations
Xeljanz;Arthritis, Rheumatoid;tofacitinib;tofacitinib citrate;L04AA29;Pfizer Europe MA EEIG;Immunosuppressants
Empliciti;Multiple Myeloma;elotuzumab;Elotuzumab;L01XC;Bristol-Myers Squibb Pharma EEIG;Antineoplastic agents, 
Jorveza;Esophageal Diseases;budesonide;budesonide;A07EA06;Dr. Falk Pharma GmbH;Antidiarrheals, intestinal antiinflammatory / antiinfective agents
Onpattro;Amyloidosis, Familial;patisiran;patisiran sodium;N07;Alnylam Netherlands B.V.;Other nervous system drugs, 
Nepexto;Arthritis, Rheumatoid, Arthritis, Juvenile Rheumatoid, Arthritis, Psoriatic, Spondylarthropathies, Spondylitis, Ankylosing, Psoriasis;etanercept;etanercept;L04AB01;Mylan IRE Healthcare Limited;Immunosuppressants
Helixate NexGen;Hemophilia A;octocog alfa;octocog alfa;B02BD02;Bayer AG ;Antihemorrhagics, 
Sialanar;Sialorrhea;glycopyrronium;Glycopyrronium bromide;A03AB02;Proveca Pharma Limited;Drugs for functional gastrointestinal disorders
Imbruvica;Lymphoma, Mantle-Cell, Leukemia, Lymphocytic, Chronic, B-Cell;ibrutinib;Ibrutinib;L01XE27;Janssen-Cilag International NV;Antineoplastic agents, , Protein kinase inhibitors
Fluad Tetra;Influenza, Human;influenza vaccine (surface antigen, inactivated, adjuvanted);Influenza virus surface antigens (haemagglutinin and neuraminidase), inactivated, of the following strains: A/(H1N1)-like virus antigen /  A/(H3N2)-like virus antigen /  B (victoria lineage)-like virus antigen B (yamagata lineage)-like virus antigen;J07BB02;Seqirus Netherlands B.V.;Vaccines, 
Dasselta;Rhinitis, Allergic, Perennial, Rhinitis, Allergic, Seasonal, Urticaria;desloratadine;desloratadine;R06AX27;Krka, d.d., Novo mesto;Antihistamines for systemic use, 
Mvasi;Carcinoma, Renal Cell, Peritoneal Neoplasms, Ovarian Neoplasms, Breast Neoplasms, Carcinoma, Non-Small-Cell Lung, Fallopian Tube Neoplasms;bevacizumab;bevacizumab;L01XC07;Amgen Technology (Ireland) UC;Antineoplastic agents, 
Fabrazyme;Fabry Disease;agalsidase beta;agalsidase beta;A16AB04;Genzyme Europe B.V.;Other alimentary tract and metabolism products, 
Remsima;Arthritis, Psoriatic, Spondylitis, Ankylosing, Colitis, Ulcerative, Psoriasis, Crohn Disease, Arthritis, Rheumatoid;infliximab;infliximab;L04AB02;Celltrion Healthcare Hungary Kft.;Immunosuppressants
INOmax;Hypertension, Pulmonary, Respiratory Insufficiency;nitric oxide;Nitric oxide;R07AX;Linde Healthcare AB;Other respiratory system products
Lorviqua;Carcinoma, Non-Small-Cell Lung;lorlatinib;Lorlatinib;L01;Pfizer Europe MA EEIG;Antineoplastic agents, 
Dexdor;Conscious Sedation;dexmedetomidine;dexmedetomidine hydrochloride;N05CM18;Orion Corporation;Psycholeptics, 
Baraclude;Hepatitis B, Chronic;entecavir;Entecavir;J05AF10;Bristol-Myers Squibb Pharma EEIG;Antivirals for systemic use, 
Bydureon;Diabetes Mellitus, Type 2;exenatide;exenatide;A10BJ01;AstraZeneca AB;Drugs used in diabetes, 
Myalepta;Lipodystrophy, Familial Partial;metreleptin;Metreleptin;A16AA;Amryt Pharmaceuticals DAC;Other alimentary tract and metabolism products, 
Nubeqa;Prostatic Neoplasms, Castration-Resistant;darolutamide;darolutamide;L02BB;Bayer AG;Endocrine therapy
CoAprovel;Hypertension;irbesartan / hydrochlorothiazide;irbesartan, hydrochlorothiazide;C09DA04;sanofi-aventis groupe;Agents acting on the renin-angiotensin system
HyQvia;Immunologic Deficiency Syndromes;human normal immunoglobulin;Human normal immunoglobulin;J06BA01;Baxalta Innovations GmbH;Immune sera and immunoglobulins, 
Lynparza;Ovarian Neoplasms;olaparib;Olaparib;L01;AstraZeneca AB;Antineoplastic agents, 
Bridion;Neuromuscular Blockade;sugammadex;sugammadex;V03AB35;Merck Sharp & Dohme B.V.;All other therapeutic products
Zeposia;Multiple Sclerosis, Relapsing-Remitting;ozanimod;ozanimod hydrochloride;L04AA;Celgene Europe BV ;Immunosuppressants, Selective immunosuppressants
Fycompa;Epilepsies, Partial;perampanel;perampanel;N03AX22;Eisai GmbH;Antiepileptics, , Other antiepileptics
Zolgensma;Muscular Atrophy, Spinal;onasemnogene abeparvovec;onasemnogene abeparvovec;M09AX09;AveXis EU Limited;Other drugs for disorders of the musculo-skeletal system
Lenalidomide Accord;Multiple Myeloma;lenalidomide;lenalidomide;L04AX04;Accord Healthcare S.L.U.;Immunosuppressants
Fulvestrant Mylan;Breast Neoplasms;fulvestrant;fulvestrant;L02BA03;Mylan S.A.S;Endocrine therapy
Olanzapine Teva;Schizophrenia, Bipolar Disorder;olanzapine;olanzapine;N05AH03;Teva Pharma;Psycholeptics, 
Jardiance;Diabetes Mellitus, Type 2;empagliflozin;empagliflozin;A10BK03;Boehringer Ingelheim International GmbH;Drugs used in diabetes, 
ellaOne;Contraception, Postcoital;ulipristal acetate;ulipristal;G03AD02;Laboratoire HRA Pharma;Sex hormones and modulators of the genital system, , Emergency contraceptives
Onivyde pegylated liposomal (previously known as Onivyde);Pancreatic Neoplasms;irinotecan hydrochloride trihydrate;irinotecan hydrochloride trihydrate;L01XX19;Les Laboratoires Servier;Antineoplastic agents, 
Brintellix;Depressive Disorder, Major;vortioxetine;Vortioxetine;N06AX26;H. Lundbeck A/S;Psychoanaleptics, 
Pelgraz;Neutropenia;pegfilgrastim;pegfilgrastim;L03AA13;Accord Healthcare S.L.U.;Immunostimulants, 
Efavirenz/Emtricitabine/Tenofovir disoproxil Mylan;HIV Infections;efavirenz / emtricitabine / tenofovir disoproxil;efavirenz, emtricitabine, tenofovir disoproxil maleate;J05AR06;Mylan S.A.S;Antivirals for systemic use, 
Corbilta (previously Levodopa/Carbidopa/Entacapone Sandoz);Parkinson Disease;levodopa / carbidopa / entacapone;levodopa, carbidopa, entacapone;N04BA03;Orion Corporation;Anti-Parkinson drugs
Rasagiline Mylan;Parkinson Disease;rasagiline;rasagiline tartrate;N04BD02;Mylan S.A.S.;Anti-Parkinson drugs
Darunavir Mylan;HIV Infections;darunavir;darunavir;J05AE10;Mylan S.A.S.;Antivirals for systemic use, 
Ferriprox;beta-Thalassemia, Iron Overload;deferiprone;Deferiprone;V03AC02;Chiesi Farmaceutici S.p.A.;All other therapeutic products
Olanzapine Apotex;Schizophrenia, Bipolar Disorder;olanzapine;olanzapine;N05AH03;Apotex Europe B.V. ;Psycholeptics, 
Ongentys;Parkinson Disease;opicapone;opicapone;N04;Bial - Portela  Cª, S.A.;Anti-Parkinson drugs
Clopidogrel Mylan;Peripheral Vascular Diseases, Stroke, Myocardial Infarction;clopidogrel;clopidogrel hydrochloride;B01AC04;Mylan S.A.S.;Antithrombotic agents, 
Elmiron;Cystitis, Interstitial;pentosan polysulfate sodium;pentosan polysulfate sodium;G04BX15;bene-Arzneimittel GmbH;Urologicals
Waylivra;Hyperlipoproteinemia Type I;volanesorsen;Volanesorsen sodium;-;Akcea Therapeutics Ireland Limited;Other lipid modifying agents
Stalevo;Parkinson Disease;levodopa / carbidopa / entacapone;levodopa, carbidopa, entacapone;N04BA03;Orion Corporation;Anti-Parkinson drugs
Verkazia;Conjunctivitis, Keratitis;ciclosporin;ciclosporin;S01XA18;Santen Oy;Ophthalmologicals, 
Lopinavir/Ritonavir Mylan;HIV Infections;lopinavir/ritonavir;lopinavir/ritonavir;J05AR10;Mylan S.A.S.;Antivirals for systemic use, 
Namuscla;Myotonic Disorders;mexiletine hcl;mexiletine hcl;C01BB02;Lupin Europe GmbH;Cardiac therapy
Ontruzant;Stomach Neoplasms, Breast Neoplasms;trastuzumab;trastuzumab;L01XC03;Samsung Bioepis NL B.V.;Antineoplastic agents, 
Lonsurf;Colorectal Neoplasms;trifluridine / tipiracil;trifluridine, tipiracil hydrochloride;L01BC;Les Laboratoires Servier;Antineoplastic agents, 
Docetaxel Kabi;Head and Neck Neoplasms, Carcinoma, Non-Small-Cell Lung, Adenocarcinoma, Prostatic Neoplasms, Breast Neoplasms;docetaxel;docetaxel;L01CD02;Fresenius Kabi Deutschland GmbH;Antineoplastic agents, 
Harvoni;Hepatitis C, Chronic;ledispavir / sofosbuvir;ledipasvir, Sofosbuvir;J05AX65;Gilead Sciences Ireland UC;Antivirals for systemic use, 
Dengvaxia;Dengue;dengue tetravalent vaccine (live, attenuated);chimeric yellow fever dengue virus serotype 1 (live, attenuated) / chimeric yellow fever dengue virus serotype 2 (live, attenuated) / chimeric yellow fever dengue virus serotype 3 (live, attenuated) / chimeric yellow fever dengue virus serotype 4 (live, attenuated);J07BX;Sanofi Pasteur;Vaccines, 
Natpar;Hypoparathyroidism;parathyroid hormone;parathyroid hormone;H05AA03;Shire Pharmaceuticals Ireland Ltd;Calcium homeostasis
Sovaldi;Hepatitis C, Chronic;sofosbuvir;Sofosbuvir;J05AX15;Gilead Sciences Ireland UC;Antivirals for systemic use, 
Lymphoseek;Radionuclide Imaging;tilmanocept;tilmanocept;V09IA09;Norgine B.V.;Tumour detection, Diagnostic radiopharmaceuticals
Eliquis;Arthroplasty, Venous Thromboembolism;apixaban;Apixaban;B01AF02;Bristol-Myers Squibb / Pfizer EEIG;Antithrombotic agents, 
Kolbam ;Metabolism, Inborn Errors;cholic acid;cholic acid;A05AA03;Retrophin Europe Ltd;Bile and liver therapy
Gazyvaro;Leukemia, Lymphocytic, Chronic, B-Cell;obinutuzumab;Obinutuzumab;L01XC15;Roche Registration GmbH;Antineoplastic agents, 
Osseor;Osteoporosis, Postmenopausal;strontium ranelate;strontium ranelate;M05BX03;Les Laboratoires Servier;Drugs for treatment of bone diseases
Naglazyme;Mucopolysaccharidosis VI;galsulfase;galsulfase;A16AB;BioMarin International Limited;Other alimentary tract and metabolism products, 
Entyvio;Colitis, Ulcerative, Crohn Disease;vedolizumab;vedolizumab;L04AA;Takeda Pharma A/S;Selective immunosuppressants
Jakavi;Myeloproliferative Disorders;ruxolitinib;ruxolitinib (as phosphate);L01XE18;Novartis Europharm Limited;Antineoplastic agents, 
Grepid;Peripheral Vascular Diseases, Stroke, Myocardial Infarction;clopidogrel;clopidogrel besilate;B01AC04;Pharmathen S.A.;Antithrombotic agents, 
Ruconest;Angioedemas, Hereditary;conestat alfa;Recombinant human C1-inhibitor;B06AC04;Pharming Group N.V.;Other hematological agents, , Drugs used in hereditary angioedema
Febuxostat Mylan;Hyperuricemia, Arthritis, Gouty, Gout;febuxostat;febuxostat;M04AA03;Mylan S.A.S;Antigout preparations
Xofigo;Prostatic Neoplasms;radium Ra223 dichloride;radium Ra223 dichloride;V10XX03;Bayer AG;Therapeutic radiopharmaceuticals
Xultophy;Diabetes Mellitus, Type 2;insulin degludec / liraglutide;insulin degludec, liraglutide;A10;Novo Nordisk A/S;Drugs used in diabetes, 
Protelos;Osteoporosis, Postmenopausal;strontium ranelate;strontium ranelate;M05BX03;Les Laboratoires Servier;Drugs for treatment of bone diseases
Komboglyze;Diabetes Mellitus, Type 2;saxagliptin / metformin hydrochloride;metformin hydrochloride, saxagliptin hydrochloride;A10BD10;AstraZeneca AB ;Drugs used in diabetes, , Combinations of oral blood glucose lowering drugs
Opdivo;Melanoma, Hodgkin Disease, Carcinoma, Renal Cell, Carcinoma, Non-Small-Cell Lung;nivolumab;nivolumab;L01XC;Bristol-Myers Squibb Pharma EEIG;Antineoplastic agents, 
Intelence;HIV Infections;etravirine;Etravirine;J05AG04;Janssen-Cilag International NV;Non-nucleoside reverse transcriptase inhibitors, Antivirals for systemic use, 
BeneFIX;Hemophilia B;nonacog alfa;Nonacog alfa;B02BD04;Pfizer Europe MA EEIG;Antihemorrhagics, 
Ranexa (previously Latixa);Angina Pectoris;ranolazine;ranolazine;C01EB18;Menarini International Operations Luxembourg S.A. (MIOL);Cardiac therapy
Aripiprazole Sandoz;Schizophrenia, Bipolar Disorder;aripiprazole;aripiprazole;N05AX12;Sandoz GmbH;Psycholeptics, 
Abilify Maintena;Schizophrenia;aripiprazole;aripiprazole;N05AX12;Otsuka Pharmaceutical Netherlands B.V.;Psycholeptics, 
Abilify;Schizophrenia, Bipolar Disorder;aripiprazole;aripiprazole;N05AX12;Otsuka Pharmaceutical Netherlands B.V.;Psycholeptics, 
Forsteo;Osteoporosis, Osteoporosis, Postmenopausal;teriparatide;teriparatide;H05AA02;Eli Lilly Nederland B.V.;Calcium homeostasis
Matever;Epilepsy;levetiracetam;levetiracetam;N03AX14;Pharmathen S.A.;Antiepileptics, 
M-M-RVaxPro;Rubella, Mumps, Immunization, Measles;measles, mumps and rubella vaccine (live);measles virus Enders’ Edmonston strain (live, attenuated), mumps virus Jeryl Lynn (level B) strain (live, attenuated), rubella virus Wistar RA 27/3 strain (live, attenuated);J07BD52;MSD VACCINS;Vaccines, 
Cegfila (previously Pegfilgrastim Mundipharma);Neutropenia;pegfilgrastim;pegfilgrastim;L03AA13;Mundipharma Corporation (Ireland) Limited;Immunostimulants, 
ReFacto AF;Hemophilia A;moroctocog alfa;moroctocog alfa;B02BD02;Pfizer Europe MA EEIG;Antihemorrhagics, 
Quofenix;Skin Diseases, Bacterial;delafloxacin;delafloxacin meglumine;J01MA23;A. Menarini Industrie Farmaceutiche Riunite s.r.l.;Antibacterials for systemic use, 
Latuda;Schizophrenia;lurasidone;lurasidone;N05AE05;Aziende Chimiche Riunite Angelini Francesco S.p.A.;Psycholeptics, 
Palonosetron Accord;Vomiting, Nausea, Cancer;palonosetron;Palonosetron;A04AA05;Accord Healthcare S.L.U.;Antiemetics and antinauseants, 
Senshio;Postmenopause;ospemifene;ospemifene;G03XC05;Shionogi B.V.;Sex hormones and modulators of the genital system, 
RoActemra;Arthritis, Rheumatoid, Arthritis, Juvenile Rheumatoid;tocilizumab;tocilizumab;L04AC07;Roche Registration GmbH;Immunosuppressants
Kevzara;Arthritis, Rheumatoid;sarilumab;sarilumab;L04AC14;sanofi-aventis groupe;Immunosuppressants
Respreeza;Genetic Diseases, Inborn, Lung Diseases;alpha1-proteinase inhibitor (human);alpha1-proteinase inhibitor (human);B02AB02;CSL Behring GmbH;Antihemorrhagics, 
Deltyba;Tuberculosis, Multidrug-Resistant;delamanid;Delamanid;J04AK06;Otsuka Novel Products GmbH;Antimycobacterials
Simponi;Arthritis, Psoriatic, Spondylitis, Ankylosing, Colitis, Ulcerative, Arthritis, Rheumatoid;golimumab;Golimumab;L04AB06;Janssen Biologics B.V.;Immunosuppressants
Entecavir Mylan;Hepatitis B;entecavir;entecavir monohydrate;J05AF10;Mylan S.A.S;Antivirals for systemic use, 
Erelzi;Arthritis, Psoriatic, Psoriasis, Arthritis, Juvenile Rheumatoid, Arthritis, Rheumatoid, Spondylitis, Ankylosing;etanercept;etanercept;L04AB01;Sandoz GmbH;Immunosuppressants
Strensiq;Hypophosphatasia;asfotase alfa;asfotase alfa;A16AB;Alexion Europe SAS;Other alimentary tract and metabolism products, 
MicardisPlus;Hypertension;telmisartan / hydrochlorothiazide;telmisartan, hydrochlorothiazide;C09DA07;Boehringer Ingelheim International GmbH;Agents acting on the renin-angiotensin system
Ofev;Idiopathic Pulmonary Fibrosis;nintedanib;nintedanib;L01XE;Boehringer Ingelheim International GmbH;Antineoplastic agents, 
Kinzalkomb;Hypertension;telmisartan / hydrochlorothiazide;telmisartan, hydrochlorothiazide;C09DA07;Bayer AG;Agents acting on the renin-angiotensin system
Bevespi Aerosphere;Pulmonary Disease, Chronic Obstructive;glycopyrronium / formoterol fumarate dihydrate;glycopyrronium / formoterol fumarate dihydrate;R03AL07;AstraZeneca AB;formoterol and glycopyrronium bromide
Eylea;Wet Macular Degeneration, Macular Edema, Diabetes Complications;aflibercept;aflibercept;S01LA05;Bayer AG;Ophthalmologicals, 
Stayveer;Hypertension, Pulmonary, Scleroderma, Systemic;bosentan monohydrate;bosentan monohydrate;C02KX01;Janssen-Cilag International NV;Other antihypertensives
Qutenza;Neuralgia;capsaicin;capsaicin;N01BX04;Grunenthal GmbH;Anesthetics
Temomedac;Glioma, Glioblastoma;temozolomide;temozolomide;L01AX03;medac Gesellschaft für klinische Spezialpräparate mbH;Antineoplastic agents, 
Qtern;Diabetes Mellitus, Type 2;saxagliptin / dapagliflozin;Saxagliptin, dapagliflozin propanediol monohydrate;A10BD21;Astra Zeneca AB;Drugs used in diabetes, 
Desloratadine Teva;Rhinitis, Allergic, Perennial, Rhinitis, Allergic, Seasonal;desloratadine;desloratadine;R06AX27;Teva B.V;Antihistamines for systemic use, 
Lokelma;Hyperkalemia;sodium zirconium cyclosilicate;sodium zirconium cyclosilicate;V03AE10;AstraZeneca AB;All other therapeutic products
Venclyxto;Leukemia, Lymphocytic, Chronic, B-Cell;venetoclax;Venetoclax;L01XX52;AbbVie Deutschland GmbH  Co. KG;Antineoplastic agents, 
Cosentyx;Arthritis, Psoriatic, Psoriasis, Spondylitis, Ankylosing;secukinumab;Secukinumab;L04AC10;Novartis Europharm Limited;Immunosuppressants
Lumark;Radionuclide Imaging;lutetium (177 Lu) chloride;lutetium (177 Lu) chloride;V10;I.D.B. Radiopharmacy B.V.;Therapeutic radiopharmaceuticals
Zavesca;Gaucher Disease, Niemann-Pick Diseases;miglustat;miglustat;A16AX06;Janssen Cilag International NV;Other alimentary tract and metabolism products, 
Xenical;Obesity;orlistat;orlistat;A08AB01;CHEPLAPHARM Arzneimittel GmbH;Antiobesity preparations, excl. diet products
